max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7,0.011265210225126,0.274831238939354,0.054422714725212006,0.069008212877464,0.036168510137228,0.10577574525745259,0.08055555555555556
4,0.172123011285296,0.14982733683726102,0.028248176259675004,0.17360272472826802,0.07840682962187401,0.10577574525745259,0.08055555555555556
3,0.10590453897230101,0.092219932823457,0.21250560448987502,0.5060846317508411,0.068447432971658,0.10577574525745259,0.08055555555555556
13,0.014419271426492,0.25262304506085204,0.012892792521465002,0.07151151593956201,0.01455982567691,0.10577574525745259,0.08055555555555556
3,0.15519793585483901,0.11300600030211701,0.015162093706799001,0.027520151502054002,0.039018899440327,0.10577574525745259,0.08055555555555556
10,0.1843,0.0738,0.0202,0.5436,0.0198,0.12598480449090207,0.08055555555555556
11,0.128,0.128,0.128,0.128,0.128,0.10577574525745259,0.08055555555555556
10,0.15,0.352,0.01,0.01,0.01,0.10577574525745259,0.08055555555555556
10,0.1749,0.1463,0.1305,0.1248,0.1216,0.10577574525745259,0.08055555555555556
8,0.1282,0.1282,0.1282,0.1282,0.1282,0.10577574525745259,0.08055555555555556
6,0.1357,0.0063,0.0212,0.2345,0.1123,0.6958889856755711,0.7083333333333334
9,0.3213,0.1045,0.1765,0.3102,0.149,0.10577574525745259,0.08055555555555556
14,0.2587,0.0089,0.0998,0.2376,0.1912,0.7217044134727061,0.6944444444444444
14,0.3157,0.0012,0.0113,0.1176,0.1012,0.7828590785907859,0.7833333333333333
14,0.235,0.0001,0.0101,0.1001,0.0101,0.8190839140534262,0.8111111111111111
14,0.3216,0.001,0.01,0.01,0.01,0.8984078590785908,0.8833333333333333
15,0.9899,0.0001,0.0101,0.0101,0.0101,0.8844754161827332,0.875
12,0.989,0.0,0.01,0.01,0.01,0.8844754161827332,0.875
10,0.2167,0.0001,0.0101,0.0101,0.0101,0.9046602787456447,0.875
10,0.1968,0.001,0.0101,0.0101,0.0101,0.9088196864111499,0.9027777777777778
15,0.9897,0.0,0.01,0.01,0.01,0.8844754161827332,0.875
10,0.1843,0.0,0.0101,0.0101,0.0101,0.9095407471931862,0.9111111111111111
14,0.3116,0.0,0.0101,0.0101,0.0101,0.903266550522648,0.8777777777777778
11,0.1648,0.0,0.0101,0.0101,0.0101,0.9004815137437088,0.8944444444444445
12,0.9899,0.0,0.0101,0.0101,0.0101,0.8844754161827332,0.875
13,0.9899,0.0,0.0101,0.0101,0.0101,0.8844754161827332,0.875
9,0.989,0.0,0.0101,0.0101,0.0101,0.8844754161827332,0.875
10,0.9899,0.0,0.0101,0.0101,0.0101,0.8844754161827332,0.875
14,0.9893,0.0,0.01,0.01,0.01,0.8844754161827332,0.875
15,0.9895,0.0001,0.011,0.0104,0.0102,0.8851722802942315,0.8638888888888889
