max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7,0.011265210225126,0.274831238939354,0.054422714725212006,0.069008212877464,0.036168510137228,0.430295566502463,0.4444444444444444
4,0.172123011285296,0.14982733683726102,0.028248176259675004,0.17360272472826802,0.07840682962187401,0.916256157635468,0.9722222222222222
3,0.10590453897230101,0.092219932823457,0.21250560448987502,0.5060846317508411,0.068447432971658,0.6768472906403941,0.8888888888888888
13,0.014419271426492,0.25262304506085204,0.012892792521465002,0.07151151593956201,0.01455982567691,0.5768472906403941,0.4444444444444444
3,0.15519793585483901,0.11300600030211701,0.015162093706799001,0.027520151502054002,0.039018899440327,0.930049261083744,0.9444444444444444
13,0.0101,0.0001,0.0101,0.0101,0.0101,0.9509852216748769,1.0
14,0.9899,0.0001,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
12,0.3584,0.0206,0.0103,0.0115,0.0132,0.9655172413793103,0.9444444444444444
15,0.99,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
9,0.7685,0.0175,0.0105,0.0105,0.0105,0.9507389162561577,0.9166666666666666
15,0.9859,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
8,0.5025,0.0119,0.0119,0.0197,0.0288,0.9443349753694582,0.8611111111111112
11,0.1211,0.0321,0.0364,0.0101,0.0499,0.9295566502463055,0.9166666666666666
9,0.8065,0.0075,0.0986,0.0102,0.0149,0.9083743842364532,0.8333333333333334
8,0.3833,0.015,0.021,0.03,0.037,0.9583743842364532,0.9444444444444444
12,0.3569,0.0206,0.0101,0.0101,0.0101,0.9655172413793103,0.9444444444444444
13,0.026,0.0,0.01,0.01,0.01,0.9509852216748769,1.0
10,0.9665,0.0001,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
7,0.1354,0.1104,0.0249,0.1381,0.0348,0.9014778325123153,0.9444444444444444
13,0.0136,0.5,0.01,0.01,0.01,0.38743842364532016,0.4444444444444444
7,0.1543,0.1021,0.0289,0.1508,0.0419,0.930295566502463,0.9444444444444444
13,0.0331,0.0971,0.0101,0.0117,0.0101,0.8943349753694582,0.9166666666666666
13,0.01,0.5,0.01,0.01,0.01,0.38743842364532016,0.4444444444444444
9,0.8424,0.0114,0.0114,0.0102,0.0303,0.9440886699507389,0.9722222222222222
9,0.3547,0.0082,0.0242,0.0517,0.0149,0.9583743842364532,0.9444444444444444
7,0.1712,0.0286,0.0284,0.1555,0.0417,0.9371921182266011,1.0
13,0.01,0.0,0.01,0.01,0.01,0.9509852216748769,1.0
8,0.4017,0.0317,0.0322,0.0922,0.0417,0.958128078817734,0.9444444444444444
6,0.357,0.0001,0.0101,0.0101,0.0101,0.9583743842364532,0.9444444444444444
14,0.9895,0.0001,0.0101,0.0119,0.0303,0.9366995073891626,0.9444444444444444
