max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
7,0.27384505982301605,5.7187408672443325e-05,0.032434060996912005,0.019627781772875,0.01432419850735,0.958128078817734,0.9722222222222222
4,0.048934273926388,0.19838373711533402,0.081415282032941,0.068637163305826,0.143931321718827,0.7179802955665024,0.8888888888888888
4,0.56546022421217,0.013693796598963002,0.13590065737339302,0.06804373593266101,0.087962053186335,0.9298029556650247,0.8888888888888888
3,0.024850681527716002,0.40037228433776806,0.43306383724353503,0.042216314909836,0.147965672086171,0.38743842364532016,0.4444444444444444
13,0.609970094480184,0.042522105684888005,0.011641534821384001,0.02182325676209,0.304953075049531,0.9295566502463055,0.8333333333333334
15,0.99,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
12,0.7579,0.0,0.01,0.01,0.01,0.9578817733990148,0.8611111111111112
12,0.7578,0.0001,0.0101,0.0101,0.0101,0.9578817733990148,0.8611111111111112
9,0.3941,0.0,0.01,0.01,0.01,0.972167487684729,0.9722222222222222
15,0.9873,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
7,0.99,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
8,0.5142,0.0343,0.0481,0.107,0.0761,0.9509852216748769,0.8333333333333334
14,0.0101,0.0011,0.0101,0.01,0.0101,0.9509852216748769,1.0
13,0.5088,0.0208,0.2059,0.01,0.01,0.9157635467980297,0.9166666666666666
10,0.5225,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
8,0.5467,0.0001,0.0149,0.0483,0.1261,0.951231527093596,0.9444444444444444
7,0.2196,0.0,0.01,0.01,0.01,0.951231527093596,1.0
11,0.5723,0.0,0.01,0.01,0.01,0.9578817733990148,0.9444444444444444
8,0.4234,0.1723,0.0289,0.0224,0.2734,0.9226600985221676,0.8333333333333334
6,0.4586,0.0,0.01,0.01,0.01,0.972167487684729,0.9722222222222222
11,0.5225,0.0122,0.0104,0.0109,0.1342,0.9509852216748769,0.8333333333333334
9,0.5199,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
15,0.9899,0.0001,0.0101,0.0101,0.49,0.8517241379310345,0.8888888888888888
10,0.5132,0.0,0.0114,0.0109,0.0361,0.951231527093596,0.9444444444444444
8,0.463,0.006,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
13,0.5646,0.0,0.01,0.01,0.01,0.9578817733990148,0.9444444444444444
15,0.9895,0.0001,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
15,0.9899,0.0001,0.0101,0.0101,0.01,0.9298029556650247,0.9166666666666666
10,0.5226,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
11,0.5225,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
