max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,score,generalization_score
9,0.258943323491781,0.14545236945647202,0.07301276842154,0.6053358137165971,0.32727366913738304,0.8943349753694582,0.9166666666666666
3,0.025916788312907002,0.025733601650414002,0.055597475198167004,0.011471547768812,0.059174926217381005,0.930295566502463,0.9166666666666666
10,0.035954977598076004,0.338127450990065,0.099695146946049,0.011165009283219,0.088018302545044,0.38743842364532016,0.4444444444444444
5,0.06735821318219401,0.141762540885659,0.148435914494946,0.075680665183566,0.018413537756286,0.845320197044335,0.9722222222222222
9,0.360764343380227,0.153181766188089,0.023722057013521,0.059463312150988004,0.38253570233160905,0.9160098522167488,0.9166666666666666
15,0.99,0.0001,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
11,0.1165,0.0279,0.0101,0.0101,0.0101,0.9578817733990148,1.0
13,0.3843,0.0545,0.0101,0.0101,0.0101,0.972167487684729,0.9444444444444444
15,0.9898,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
14,0.9899,0.0,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
12,0.9896,0.0,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
7,0.6636,0.005,0.101,0.101,0.101,0.9155172413793103,0.8333333333333334
7,0.01,0.5,0.01,0.01,0.01,0.38743842364532016,0.4444444444444444
9,0.4939,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
8,0.4901,0.0001,0.0101,0.0101,0.0101,0.972167487684729,0.9444444444444444
9,0.4899,0.0001,0.049,0.0774,0.2176,0.9435960591133006,0.8333333333333334
13,0.99,0.0,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
6,0.1525,0.0001,0.0101,0.0101,0.0101,0.9440886699507389,1.0
15,0.9875,0.0,0.01,0.01,0.01,0.9298029556650247,0.9166666666666666
13,0.9763,0.0,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
10,0.8228,0.06,0.0101,0.0101,0.0101,0.9371921182266011,0.8333333333333334
10,0.2001,0.0001,0.0101,0.0101,0.0101,0.951231527093596,1.0
10,0.9825,0.482,0.0101,0.0101,0.0101,0.38743842364532016,0.4444444444444444
7,0.6682,0.006,0.0101,0.0101,0.0101,0.9507389162561577,0.8888888888888888
8,0.9876,0.0001,0.0101,0.0101,0.0101,0.9298029556650247,0.9166666666666666
9,0.4761,0.0001,0.0101,0.0101,0.0101,0.972167487684729,0.9444444444444444
13,0.4885,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
11,0.3702,0.0012,0.0113,0.0119,0.0113,0.9583743842364532,0.9444444444444444
10,0.01,0.0,0.01,0.01,0.01,0.9509852216748769,1.0
8,0.491,0.0,0.01,0.01,0.01,0.972167487684729,0.9444444444444444
